Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 16;60007;"60007;222";12.5 - 13;150.0;9.64;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;90.0;12.29;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;75.0;3.95;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;45.0;11.57;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;20.0;17.75;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;15.6;7.56;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;7.8;12.44;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;3.9;5.4;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;222";12.5 - 13;1.0;0.78;56.26;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;10000.0;0.0;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;1000.0;0.0;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;500.0;4.69;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;250.0;10.0;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;150.0;10.24;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;90.0;12.83;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;75.0;4.21;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;45.0;12.74;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;20.0;20.57;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;15.6;6.71;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;7.8;11.4;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;3.9;4.69;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;232";7.5 - 8;1.0;0.92;54.35;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;10000.0;0.0;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;1000.0;0.0;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;500.0;7.03;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;250.0;11.02;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;150.0;9.92;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;90.0;11.71;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;75.0;3.9;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;45.0;11.54;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;20.0;16.69;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;15.6;8.33;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;7.8;12.15;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;3.9;5.43;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;243";1.5 - 2;1.0;1.28;56.45;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;10000.0;0.0;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;1000.0;0.0;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;500.0;11.34;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;250.0;11.8;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;150.0;9.36;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;90.0;11.16;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;75.0;3.37;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;45.0;10.98;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;20.0;16.98;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;15.6;7.75;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;7.8;10.54;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;3.9;4.95;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60007;"60007;248";0 - 0.5;1.0;0.77;65.32;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;10000.0;0.0;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;4000.0;0.0;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;2000.0;4.39;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;1000.0;3.84;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;500.0;5.83;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;250.0;10.05;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;150.0;7.79;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;90.0;8.9;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;75.0;3.27;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;45.0;10.8;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;20.0;17.77;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;458";58.3 - 58.8;1.0;26.36;56.66;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;10000.0;0.0;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;8000.0;0.0;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;4000.0;6.54;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;2000.0;9.2;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;1000.0;4.66;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;500.0;8.63;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;250.0;12.66;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;150.0;10.3;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;90.0;11.05;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;75.0;3.79;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;45.0;12.38;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;20.0;14.51;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;10.0;2.65;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;457";53.3 - 53.8;1.0;2.61;165.56;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;10000.0;0.0;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;8000.0;0.0;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;4000.0;9.12;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;2000.0;4.53;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;1000.0;4.48;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;500.0;6.74;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;250.0;9.8;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;150.0;8.78;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;90.0;9.52;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;75.0;3.71;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;45.0;10.9;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;20.0;16.76;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;10.0;7.21;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;456";48.4 - 49;1.0;7.44;105.55;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;10000.0;0.0;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;8000.0;0.0;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;4000.0;6.07;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;2000.0;6.18;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;1000.0;6.04;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;500.0;11.44;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;250.0;15.31;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;150.0;11.5;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;90.0;11.25;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;75.0;3.55;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;45.0;11.32;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;20.0;15.58;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;10.0;0.29;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;455";42.8 - 43.3;1.0;0.48;200.57;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;10000.0;0.0;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;4000.0;0.0;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;2000.0;1.53;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;1000.0;3.08;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;500.0;8.0;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;250.0;12.83;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;150.0;10.35;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;90.0;11.27;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;75.0;3.96;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;45.0;14.63;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;20.0;28.79;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;10.0;1.52;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60009;"60009;454";28.8 - 29.3;1.0;3.03;78.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;10000.0;0.0;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;4000.0;6.67;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;2000.0;7.48;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;1000.0;4.96;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;500.0;5.04;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;250.0;6.69;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;150.0;6.27;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;90.0;7.32;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;75.0;2.78;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;45.0;9.1;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;20.0;16.57;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;10.0;11.59;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;3107";20 - 20.5;1.0;14.52;64.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;10000.0;0.0;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;4000.0;4.35;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;2000.0;4.3;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;1000.0;5.17;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;500.0;10.68;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;250.0;10.97;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;150.0;8.46;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;90.0;9.9;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;75.0;3.44;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;45.0;10.15;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;20.0;12.74;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;10.0;10.4;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1073";24.5 - 25;1.0;8.44;109.67;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;10000.0;0.0;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;4000.0;3.31;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;2000.0;4.64;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;1000.0;7.37;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;500.0;10.6;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;250.0;9.69;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;150.0;7.87;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;90.0;8.55;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;75.0;2.94;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;45.0;9.46;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;20.0;15.27;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;10.0;10.45;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1074";14 - 14.5;1.0;8.83;101.61;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;10000.0;0.0;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;4000.0;2.03;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;2000.0;4.85;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;1000.0;5.79;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;500.0;9.17;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;250.0;9.7;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;150.0;8.6;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;90.0;10.01;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;75.0;3.46;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;45.0;10.81;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;20.0;14.06;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
