Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 17;74002;"74002;180";11.5 - 12;10000.0;0.0;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;1000.0;0.0;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;500.0;0.39;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;250.0;4.13;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;150.0;8.68;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;90.0;12.0;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;75.0;5.25;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;45.0;16.71;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;20.0;23.55;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;15.6;8.74;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;7.8;12.93;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;3.2;4.89;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;180";11.5 - 12;1.0;1.72;40.81;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;10000.0;0.0;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;1000.0;0.0;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;500.0;0.21;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;250.0;4.25;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;150.0;8.48;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;90.0;12.88;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;75.0;4.38;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;45.0;15.04;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;20.0;23.16;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;179";5 - 5.5;1.0;30.61;38.09;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;10000.0;0.0;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;1000.0;0.0;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;500.0;0.23;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;250.0;4.46;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;150.0;8.9;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;90.0;13.62;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;75.0;5.19;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;45.0;15.43;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;20.0;21.28;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;178";3 - 3.5;1.0;29.88;41.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;10000.0;0.0;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;1000.0;0.0;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;500.0;0.54;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;250.0;4.88;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;150.0;7.96;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;90.0;12.41;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;75.0;4.85;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;45.0;14.91;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;20.0;21.44;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;177";1.5 - 2;1.0;32.0;38.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;10000.0;0.0;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;1000.0;0.0;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;500.0;0.98;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;250.0;3.93;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;150.0;6.91;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;90.0;11.39;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;75.0;5.23;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;45.0;15.47;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;20.0;21.82;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;176";0.5 - 1;1.0;33.28;35.89;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;10000.0;0.0;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;1000.0;0.0;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;500.0;1.85;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;250.0;2.98;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;150.0;5.77;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;90.0;10.92;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;75.0;5.65;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;45.0;17.05;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;20.0;23.09;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74002;"74002;175";0 - 0.1;1.0;31.69;36.73;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;10000.0;0.0;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;4000.0;0.15;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;2000.0;1.03;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;1000.0;2.51;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;500.0;2.53;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;250.0;8.08;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;150.0;8.64;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;90.0;11.5;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;75.0;4.04;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;45.0;12.52;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;20.0;21.38;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;15.6;7.84;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;7.8;14.29;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;3.9;4.02;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74120;"74121;12";;1.0;0.46;46.87;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;10000.0;0.0;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;4000.0;10.78;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;2000.0;1.87;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;1000.0;0.88;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;500.0;0.0;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;250.0;4.23;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;150.0;6.66;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;90.0;11.45;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;75.0;4.44;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;45.0;12.76;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;20.0;22.71;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;15.6;7.94;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;7.8;9.64;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;3.9;4.56;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;6";;1.0;1.07;50.88;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;10000.0;0.0;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;4000.0;10.78;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;2000.0;1.87;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;1000.0;0.88;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;500.0;0.11;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;250.0;3.52;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;150.0;6.53;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;90.0;10.43;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;75.0;3.81;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;45.0;12.7;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;20.0;22.62;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;15.6;8.66;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;7.8;13.16;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;3.9;3.5;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;82";;1.0;0.41;46.15;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;10000.0;0.0;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;4000.0;10.78;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;2000.0;1.87;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;1000.0;0.88;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;841.0;0.2;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;420.0;1.89;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;250.0;3.18;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;177.0;4.23;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;150.0;2.7;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;125.0;4.08;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;105.0;4.08;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;74.0;7.81;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;53.0;6.73;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;44.0;5.27;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;37.0;3.03;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;30.0;12.76;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;20.0;9.14;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;10.0;11.21;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;84";;1.0;9.15;50.14;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;10000.0;0.0;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;4000.0;10.8;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;2000.0;1.87;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;1000.0;0.88;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;500.0;1.28;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;200.0;6.08;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;90.0;13.96;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;60.0;9.67;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;45.0;7.19;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;30.0;11.56;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;20.0;8.82;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;10.0;17.38;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74220;"74221;121";;1.0;9.5;48.23;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;10000.0;0.0;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;4000.0;5.72;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;2000.0;7.21;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;1000.0;5.87;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;500.0;6.89;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;200.0;10.82;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;90.0;14.02;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;60.0;8.41;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;45.0;5.61;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;30.0;8.57;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;20.0;6.41;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;10.0;5.61;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;34";;1.0;13.86;92.76;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;61";;10000.0;0.0;86.72;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;61";;4000.0;5.73;86.72;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;61";;2000.0;7.22;86.72;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 17;74240;"74241;61";;1000.0;5.87;86.72;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
